"Category","Severity","Issue Name","Affected Targets","Status","Impact","Ease of Implementation","Urgency","Issue Priority","Due Date","Owner","Notes"
"oms_Security;Policy Based Management;Security and Compliance;Server Hardening and Surface Area Configuration;SqlSa","Low","Review and limit EXECUTE permissions to extended system stored procedures to Administrators logins","LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCVHDBL.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC;Polaris1.XYZ.DOM.MBC","Failed",,,,,,,
"CatalogSecurity;oms_Security;Security and Compliance;Server Hardening and Surface Area Configuration;SqlSa","Low","Add SQL trace flag 3625 to the SQL Server startup parameters","LIMCVHDBL.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC","Failed",,,,,,,
"DataEncryption;oms_Security;Security and Compliance;Server Hardening and Surface Area Configuration;SqlSa","Low","Use Transparent Database Encryption to protect the entire database from disk/file thefts","LIMCVHDBL.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC","Failed",,,,,,,
"Identity Management;IdentityManagement;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Informational","Enable and Enforce ""Do not display network selection UI"" Setting via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration;Session Configuration","Informational","Configure and Enforce the Setting ""Interactive logon: Machine inactivity limit"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Authentication Types;Information Gathering;oms_Security;oms_Windows Server;Operations and Monitoring;Protocol Configuration;SCM","Informational","Configure Auditing and Enforce the Setting ""Network Security: Restrict NTLM: Audit Incoming NTLM Traffic"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Authentication Types;oms_Security;oms_Windows Server;Protocol Configuration;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Informational","Configure and Enforce the Setting ""Network Security: Restrict NTLM: Audit NTLM authentication in this domain"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_SQL;Operational Excellence;Operations and Monitoring;Routine Maintenance","Informational","Review the user objects in the master database.","LIMCVHDBL.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC","Failed",,,,,,,
"Availability and Business Continuity;Base;Networking;oms_Exchange;oms_Failover Cluster;oms_Hyper-V;oms_IIS;oms_Security;oms_Windows Server;oms_Sharepoint;oms_SQL;oms_Windows Client;oms_Windows Server;Reliability and Stability;Windows;Windows Base;Windows, Base, Windows Base, Networking","Informational","Consider re-enabling IPv6 on your computer network configurations.","LIMCSASQL08.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Windows;Base;Windows Base;OS Information","Informational","Virtual Machines Found","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Availability and Business Continuity;Cluster Resource;oms_SQL;Resiliency","Informational","Review the failover setting for the SQL Server Agent resource.","LIMCVHSQLCL2\SQL Server (MSSQLSERVER)\SQL Server Agent;LIMCSASQLCL4\SQL Server (MSSQLSERVER)\SQL Server Agent;LIMAJISQLCL2\SQL Server (MSSQLSERVER)\SQL Server Agent","Failed",,,,,,,
"oms_SQL;Performance and Scalability;Performance Tuning and Configuration;SQL Configurations","Informational","Review the SQL Server instance configuration setting for max text repl size and configure the value to match your company policy.","LIMCSADBL2.XYZ.DOM.MBC","Failed",,,,,,,
