finding_object_id,level_of_effort,assigned_to,notes,exception,exception_notes,exception_proof,start_date,end_date,fixed
805,Medium,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 805).,,2025-02-15,,N
806,High,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 806).,,2025-02-05,,N
807,High,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 807).,,2025-03-23,,N
808,High,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 808).,,2025-02-12,2025-07-08,N
809,High,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 809).,,2025-02-18,2025-07-05,N
810,High,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 810).,,2025-03-14,,N
811,High,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 811).,,2025-03-05,2025-06-22,N
812,High,ORG\EmiliaClarke,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 812).,,2025-03-25,,N
813,High,ORG\KeanuReeves,Sample notes for finding_object_id 813. Site almost until walk model tell every. Near ability law recent away.,Other,Other: Individual send choice buy class put. (Finding Group ID: 813).,mailto:KeanuReeves@example.com?subject=Exception_FGID_813,2025-03-06,2025-08-07,N
814,High,ORG\KeanuReeves,,Org Policy,Org Policy: Theory page out hard simple type pattern. (Finding Group ID: 814).,mailto:KeanuReeves@example.com?subject=Exception_FGID_814,2025-02-20,2025-03-14,Y
815,High,ORG\ChrisHemsworth,Sample notes for finding_object_id 815. Should model short again may middle ever. Spend suggest strong various sport provide result.,,,,2025-02-12,2025-07-16,N
816,High,ORG\EmmaStone,,,,,2025-03-11,,N
817,High,ORG\ChrisHemsworth,,,,,2025-03-25,,N
818,High,ORG\ChrisHemsworth,Sample notes for finding_object_id 818. Issue move five member. Available and true join.,,,,2025-02-05,,N
819,High,ORG\EmiliaClarke,Sample notes for finding_object_id 819. Tax against career threat executive experience. Without human maybe accept would notice.,,,,2025-03-13,2025-08-04,N
820,Low,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 820).,,2025-03-03,2025-05-17,N
821,Low,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 821).,,2025-02-01,2025-02-21,Y
822,Low,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 822).,,2025-02-18,2025-08-14,N
823,Low,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 823).,,2025-03-23,,N
824,Low,ORG\EmiliaClarke,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 824).,,2025-02-13,2025-08-06,N
825,Low,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 825).,,2025-02-12,,N
826,Low,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 826).,,2025-02-12,2025-06-23,N
827,Medium,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 827).,,2025-02-27,2025-06-13,N
828,Medium,ORG\EmiliaClarke,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 828).,,2025-02-08,2025-03-16,Y
829,Medium,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 829).,,2025-01-29,,N
830,Medium,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 830).,,2025-02-06,2025-05-10,N
831,Medium,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 831).,,2025-02-10,2025-03-04,Y
832,Medium,ORG\EmiliaClarke,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 832).,,2025-01-31,,N
833,Medium,ORG\EmiliaClarke,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 833).,,2025-02-20,2025-05-29,N
834,High,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 834).,,2025-03-22,,N
835,High,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 835).,,2025-03-11,,N
836,High,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 836).,,2025-02-07,2025-08-02,N
837,High,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 837).,,2025-03-21,2025-04-04,Y
838,High,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 838).,,2025-01-30,2025-04-30,N
839,High,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 839).,,2025-03-20,,N
840,High,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 840).,,2025-02-09,2025-02-19,Y
841,Medium,ORG\EmiliaClarke,Sample notes for finding_object_id 841. Receive account beyond class yet. Use study that maintain art.,,,,2025-03-15,2025-05-28,N
842,Low,ORG\EmiliaClarke,Sample notes for finding_object_id 842. Teacher late specific rich machine.,,,,2025-03-23,,N
843,Medium,ORG\KeanuReeves,Sample notes for finding_object_id 843. Machine stock four thing. Suddenly thought like adult see subject.,,,,2025-02-27,2025-07-26,N
844,Medium,ORG\KeanuReeves,,,,,2025-03-20,2025-09-06,N
845,Medium,ORG\EmiliaClarke,,,,,2025-03-24,2025-06-23,N
846,Medium,ORG\KeanuReeves,,Other,Other: Visit place watch community. (Finding Group ID: 846).,mailto:KeanuReeves@example.com?subject=Exception_FGID_846,2025-03-14,2025-05-03,N
847,Medium,ORG\EmiliaClarke,Sample notes for finding_object_id 847. Window live face such hit. Explain themselves several theory series something.,,,,2025-03-08,2025-08-13,N
848,Low,ORG\ChrisHemsworth,Sample notes for finding_object_id 848. Amount fish sign.,,,,2025-03-16,,N
849,Low,ORG\EmiliaClarke,,Org Policy,Org Policy: Firm network bill generation so without quickly. (Finding Group ID: 849).,mailto:EmiliaClarke@example.com?subject=Exception_FGID_849,2025-02-14,,N
850,Low,ORG\ChrisHemsworth,Sample notes for finding_object_id 850. Father our west.,,,,2025-03-21,2025-04-02,Y
851,Low,ORG\EmmaStone,Sample notes for finding_object_id 851. True think economy society shoulder policy health.,,,,2025-03-02,2025-03-07,Y
852,Low,ORG\ChrisHemsworth,Sample notes for finding_object_id 852. Care most international present star. Pm drug age adult term site difficult.,STIG,STIG: Approach fast up language. (Finding Group ID: 852).,mailto:ChrisHemsworth@example.com?subject=Exception_FGID_852,2025-02-21,,N
853,Low,ORG\KeanuReeves,,,,,2025-02-27,2025-03-04,Y
854,Low,ORG\EmiliaClarke,Sample notes for finding_object_id 854. South figure enjoy me position. Stay their production feeling same find tend.,,,,2025-01-29,2025-02-26,Y
855,High,ORG\KeanuReeves,,STIG,STIG: Must modern trip. (Finding Group ID: 855).,mailto:KeanuReeves@example.com?subject=Exception_FGID_855,2025-03-22,2025-08-31,N
856,High,ORG\ChrisHemsworth,,,,,2025-02-22,2025-04-13,Y
857,High,ORG\EmiliaClarke,,,,,2025-02-07,,N
858,High,ORG\EmmaStone,,,,,2025-02-14,2025-07-28,N
859,Low,ORG\KeanuReeves,,,,,2025-02-17,,N
860,Low,ORG\KeanuReeves,Sample notes for finding_object_id 860. Fear establish little today head suffer. Miss human recent she deal fact behavior sing.,Org Policy,Org Policy: Join economy Mrs million stay. (Finding Group ID: 860).,mailto:KeanuReeves@example.com?subject=Exception_FGID_860,2025-03-27,2025-04-05,Y
861,Low,ORG\ChrisHemsworth,Sample notes for finding_object_id 861. Mean themselves address instead light. Month maintain thank employee modern treat policy.,,,,2025-02-19,,N
862,Medium,ORG\EmiliaClarke,,,,,2025-02-07,2025-07-03,N
863,Medium,ORG\KeanuReeves,,,,,2025-02-21,2025-06-19,N
864,Medium,ORG\KeanuReeves,Sample notes for finding_object_id 864. Study break strategy ok interview song color. A event none remember skin change among create.,,,,2025-03-25,2025-08-11,N
865,Low,ORG\ChrisHemsworth,,,,,2025-02-09,2025-04-30,N
866,Low,ORG\KeanuReeves,,,,,2025-03-17,2025-05-27,N
867,Low,ORG\ChrisHemsworth,Sample notes for finding_object_id 867. Current energy set anything close. Suddenly there such media.,,,,2025-02-04,2025-04-03,Y
868,Low,ORG\KeanuReeves,,,,,2025-03-29,2025-08-06,N
869,Low,ORG\EmiliaClarke,Sample notes for finding_object_id 869. National develop expert reach. Establish culture read back.,,,,2025-03-20,2025-06-09,N
870,Low,ORG\ChrisHemsworth,Sample notes for finding_object_id 870. Speech best world. Hospital into American usually full.,,,,2025-03-27,2025-06-20,N
871,Low,ORG\EmiliaClarke,,,,,2025-03-27,,N
872,Low,ORG\ChrisHemsworth,,,,,2025-03-09,2025-09-03,N
873,Medium,ORG\EmmaStone,,,,,2025-03-23,2025-08-06,N
874,Medium,ORG\KeanuReeves,,,,,2025-03-22,,N
875,Medium,ORG\EmiliaClarke,Sample notes for finding_object_id 875. Choose by prove room. Such nature attention itself hour.,,,,2025-01-30,2025-04-03,Y
876,Medium,ORG\ChrisHemsworth,Sample notes for finding_object_id 876. Take once southern. Common amount TV management rock huge.,,,,2025-02-18,2025-08-14,N
877,Low,ORG\EmiliaClarke,Sample notes for finding_object_id 877. Order out although bar about another movie team. Beyond candidate itself general along.,STIG,STIG: Enough despite consumer upon agree together customer. (Finding Group ID: 877).,mailto:EmiliaClarke@example.com?subject=Exception_FGID_877,2025-03-20,2025-05-01,N
878,Low,ORG\ChrisHemsworth,Sample notes for finding_object_id 878. Science feeling agree purpose others owner. Cause detail bill no air agency.,,,,2025-03-20,2025-05-24,N
879,Low,ORG\EmmaStone,Sample notes for finding_object_id 879. Company soldier really large eight event.,,,,2025-03-23,,N
880,Medium,ORG\EmmaStone,,,,,2025-03-23,2025-07-24,N
881,Medium,ORG\EmmaStone,Sample notes for finding_object_id 881. Low piece student daughter.,STIG,STIG: Off bag structure doctor dream. (Finding Group ID: 881).,mailto:EmmaStone@example.com?subject=Exception_FGID_881,2025-03-24,,N
882,Medium,ORG\EmiliaClarke,,,,,2025-02-26,,N
883,Medium,ORG\ChrisHemsworth,Sample notes for finding_object_id 883. Cell important baby. Feel several police necessary ever strong.,,,,2025-02-13,2025-05-23,N
884,Medium,ORG\ChrisHemsworth,,,,,2025-03-28,2025-04-16,Y
885,Medium,ORG\ChrisHemsworth,,,,,2025-03-17,2025-05-24,N
886,Medium,ORG\KeanuReeves,,,,,2025-03-10,2025-04-30,N
887,Medium,ORG\EmiliaClarke,Sample notes for finding_object_id 887. Yes anyone rich box seat. Catch should ground sure kid college.,,,,2025-03-19,2025-07-21,N
888,Medium,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 888).,,2025-01-30,2025-03-20,Y
889,Medium,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 889).,,2025-02-03,2025-03-11,Y
890,Medium,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 890).,,2025-02-01,2025-03-26,Y
891,Medium,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 891).,,2025-03-04,2025-08-24,N
892,Medium,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 892).,,2025-03-21,,N
893,Medium,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 893).,,2025-02-20,,N
894,Medium,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 894).,,2025-02-25,2025-04-04,Y
895,Medium,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 895).,,2025-03-26,2025-07-21,N
896,Medium,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 896).,,2025-03-11,,N
897,Medium,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 897).,,2025-02-23,,N
898,Medium,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 898).,,2025-02-19,2025-08-15,N
899,Medium,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 899).,,2025-03-12,2025-07-14,N
900,Medium,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 900).,,2025-02-02,2025-04-26,Y
901,Medium,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 901).,,2025-03-12,2025-09-04,N
902,Low,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 902).,,2025-03-25,,N
903,Low,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 903).,,2025-03-29,,N
904,Low,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 904).,,2025-03-15,2025-04-10,Y
905,Low,ORG\EmiliaClarke,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 905).,,2025-02-04,,N
906,Low,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 906).,,2025-02-14,2025-03-31,Y
907,Low,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 907).,,2025-01-31,2025-07-02,N
908,Low,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 908).,,2025-02-27,,N
909,High,ORG\EmiliaClarke,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 909).,,2025-02-03,2025-06-19,N
910,High,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 910).,,2025-03-22,2025-08-04,N
911,High,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 911).,,2025-03-09,2025-07-21,N
912,High,ORG\EmmaStone,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 912).,,2025-03-27,2025-04-22,Y
913,High,ORG\ChrisHemsworth,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 913).,,2025-03-18,2025-04-28,Y
914,High,ORG\EmiliaClarke,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 914).,,2025-03-07,2025-07-09,N
915,High,ORG\KeanuReeves,Finding addressed by GPO configuration.,GPO,Managed by Group Policy (Finding Group ID: 915).,,2025-02-08,,N
916,High,ORG\ChrisHemsworth,,,,,2025-03-08,,N
917,High,ORG\ChrisHemsworth,,,,,2025-02-04,2025-07-19,N
918,High,ORG\EmiliaClarke,Sample notes for finding_object_id 918. Go fly assume whether color. Debate try suggest between camera town six.,,,,2025-03-17,,N
919,High,ORG\ChrisHemsworth,,,,,2025-03-27,,N
920,High,ORG\KeanuReeves,Sample notes for finding_object_id 920. Work yet leave how week seek little. Artist employee adult training fish school social.,,,,2025-01-29,2025-04-04,Y
921,High,ORG\EmiliaClarke,Sample notes for finding_object_id 921. President network soon others suffer story. Under so site himself sea.,,,,2025-02-09,2025-08-08,N
922,High,ORG\EmmaStone,,,,,2025-02-02,2025-05-01,N
923,High,ORG\EmiliaClarke,,,,,2025-02-11,2025-06-09,N
924,Medium,ORG\EmiliaClarke,,,,,2025-03-12,2025-08-15,N
925,Medium,ORG\EmiliaClarke,,,,,2025-03-13,2025-05-10,N
926,Medium,ORG\EmiliaClarke,Sample notes for finding_object_id 926. Watch current us might interview recognize. Attorney cover plan sport to yeah score.,,,,2025-03-29,,N
927,Medium,ORG\KeanuReeves,,,,,2025-02-20,,N
928,Medium,ORG\ChrisHemsworth,Sample notes for finding_object_id 928. Big crime student area leg husband economic. Ready second present different little point red station.,,,,2025-03-16,2025-06-02,N
929,Medium,ORG\EmmaStone,Sample notes for finding_object_id 929. Send human into TV box. Find season paper collection.,,,,2025-02-09,2025-07-21,N
930,Medium,ORG\KeanuReeves,,,,,2025-02-06,2025-05-03,N
931,High,ORG\EmiliaClarke,,,,,2025-02-07,,N
932,High,ORG\EmmaStone,,,,,2025-02-01,2025-03-10,Y
933,Medium,ORG\ChrisHemsworth,Sample notes for finding_object_id 933. Participant reveal develop gas. Southern establish know poor special newspaper.,,,,2025-02-03,,N
934,High,ORG\ChrisHemsworth,Sample notes for finding_object_id 934. Woman strong low course strategy anything. Truth arrive operation newspaper week course final.,,,,2025-03-13,,N
935,High,ORG\KeanuReeves,Sample notes for finding_object_id 935. Very sea draw travel natural try. More market phone budget.,,,,2025-03-10,,N
936,High,ORG\EmiliaClarke,,,,,2025-02-16,2025-07-06,N
937,High,ORG\EmiliaClarke,Sample notes for finding_object_id 937. Drug sure beat simple take interesting. Service another fear happy red peace.,Org Policy,Org Policy: Adult religious responsibility create your section. (Finding Group ID: 937).,mailto:EmiliaClarke@example.com?subject=Exception_FGID_937,2025-03-21,,N
938,High,ORG\ChrisHemsworth,Sample notes for finding_object_id 938. Relationship order cover individual more call.,,,,2025-03-13,,N
939,High,ORG\KeanuReeves,Sample notes for finding_object_id 939. Charge laugh mind. Interview chair total media.,,,,2025-03-02,2025-07-25,N
940,High,ORG\EmmaStone,,,,,2025-03-10,2025-04-16,Y
941,High,ORG\ChrisHemsworth,Sample notes for finding_object_id 941. Color foreign but number decade. Stage seat she head word fear arm.,,,,2025-03-07,2025-04-17,Y
942,High,ORG\ChrisHemsworth,,,,,2025-02-26,2025-03-31,Y
943,High,ORG\EmmaStone,Sample notes for finding_object_id 943. Simple check never best lawyer sort hotel.,,,,2025-02-11,2025-07-26,N
944,High,ORG\EmiliaClarke,,,,,2025-03-20,2025-05-16,N
945,High,ORG\KeanuReeves,,,,,2025-02-27,2025-06-29,N
946,High,ORG\KeanuReeves,Sample notes for finding_object_id 946. Think growth rich help majority live two. Quickly attorney again wonder.,,,,2025-02-17,2025-04-24,Y
947,Low,ORG\EmiliaClarke,,,,,2025-03-04,2025-08-23,N
948,Low,ORG\EmmaStone,Sample notes for finding_object_id 948. Everyone experience standard score beat.,,,,2025-02-25,2025-03-29,Y
949,Low,ORG\KeanuReeves,Sample notes for finding_object_id 949. Table building ready company treatment game from.,,,,2025-02-14,,N
950,Low,ORG\ChrisHemsworth,Sample notes for finding_object_id 950. Speak stand scientist stock.,,,,2025-02-14,2025-06-01,N
